290	8424
291	8434
291	8444
291	8454
293	8464
293	8474
292	8484
293	8495
294	8505
294	8515
295	8525
295	8536
295	8546
294	8556
295	8566
296	8576
298	8586
298	8596
298	8606
298	8616
299	8627
299	8637
299	8647
298	8657
299	8668
299	8678
300	8688
301	8698
301	8708
301	8718
301	8728
301	8738
301	8749
300	8759
300	8769
302	8779
304	8790
306	8800
309	8810
309	8820
308	8830
308	8840
305	8850
302	8860
299	8870
298	8881
299	8891
299	8901
302	8911
324	8922
364	8932
372	8942
346	8952
317	8962
299	8972
294	8982
292	8992
290	9003
290	9013
290	9023
290	9033
290	9043
290	9054
292	9064
294	9074
296	9084
297	9094
299	9104
301	9114
304	9124
306	9135
309	9145
312	9155
315	9165
318	9176
319	9186
319	9196
317	9206
314	9216
309	9226
304	9236
299	9246
294	9256
289	9267
285	9277
283	9287
282	9297
281	9308
280	9318
279	9328
279	9338
279	9348
280	9358
279	9368
280	9378
280	9389
281	9399
281	9409
282	9419
283	9430
283	9440
283	9450
282	9460
284	9470
285	9480
285	9490
286	9500
286	9510
287	9521
288	9531
288	9541
287	9551
288	9562
290	9572
291	9582
291	9592
292	9602
293	9612
293	9622
293	9632
295	9643
298	9653
301	9663
303	9673
305	9683
306	9694
305	9704
304	9714
301	9724
300	9734
299	9744
299	9754
298	9764
300	9775
313	9785
352	9795
376	9805
362	9816
332	9826
308	9836
298	9846
295	9856
294	9866
294	9876
293	9886
294	9896
295	9907
296	9917
297	9927
298	9937
300	9948
302	9958
304	9968
306	9978
308	9988
311	9998
314	10008
317	10018
319	10029
320	10039
321	10049
322	10059
320	10070
317	10080
313	10090
308	10100
303	10110
299	10120
295	10130
292	10140
291	10150
290	10161
289	10171
289	10181
289	10191
290	10202
290	10212
291	10222
292	10232
293	10242
293	10252
294	10262
294	10272
294	10283
295	10293
295	10303
295	10313
296	10323
297	10334
297	10344
297	10354
298	10364
298	10374
299	10384
299	10394
299	10404
299	10415
300	10425
301	10435
302	10445
304	10456
306	10466
309	10476
311	10486
312	10496
311	10506
309	10516
306	10526
305	10536
303	10547
302	10557
301	10567
301	10577
305	10588
329	10598
368	10608
372	10618
350	10628
321	10638
304	10648
298	10658
296	10669
295	10679
294	10689
294	10699
294	10710
296	10720
297	10730
299	10740
300	10750
301	10760
303	10770
304	10780
306	10790
308	10801
311	10811
314	10821
317	10831
320	10842
322	10852
323	10862
322	10872
320	10882
316	10892
310	10902
305	10912
301	10923
297	10933
293	10943
291	10953
289	10963
287	10974
287	10984
286	10994
287	11004
287	11014
289	11024
290	11034
290	11044
291	11055
292	11065
292	11075
292	11085
293	11096
293	11106
294	11116
294	11126
294	11136
